caminho_lockfile,pacote,versao,dependencia_direta,grupo_direto,dev,devOptional,optional,hasInstallScript
node_modules/array.prototype.findlast,array.prototype.findlast,1.2.5,False,,True,False,False,False
node_modules/array.prototype.findlastindex,array.prototype.findlastindex,1.2.6,False,,True,False,False,False
node_modules/array.prototype.flat,array.prototype.flat,1.3.3,False,,True,False,False,False
node_modules/array.prototype.flatmap,array.prototype.flatmap,1.3.3,False,,True,False,False,False
node_modules/array.prototype.tosorted,array.prototype.tosorted,1.1.4,False,,True,False,False,False
node_modules/arraybuffer.prototype.slice,arraybuffer.prototype.slice,1.0.4,False,,True,False,False,False
node_modules/assertion-error,assertion-error,2.0.1,False,,True,False,False,False
node_modules/ast-types-flow,ast-types-flow,0.0.8,False,,True,False,False,False
node_modules/async,async,3.2.6,False,,False,False,False,False
node_modules/async-function,async-function,1.0.0,False,,True,False,False,False
node_modules/atomically,atomically,2.1.1,False,,False,False,False,False
node_modules/available-typed-arrays,available-typed-arrays,1.0.7,False,,True,False,False,False
node_modules/axe-core,axe-core,4.13.0,False,,True,False,False,False
node_modules/axobject-query,axobject-query,4.1.0,False,,True,False,False,False
node_modules/balanced-match,balanced-match,1.0.2,False,,False,False,False,False
node_modules/base64-js,base64-js,1.5.1,False,,False,False,False,False
node_modules/base64id,base64id,2.0.0,False,,False,False,False,False
node_modules/big-integer,big-integer,1.6.52,False,,False,False,False,False
node_modules/binary,binary,0.3.0,False,,False,False,False,False
node_modules/bl,bl,4.1.0,False,,False,False,False,False
node_modules/bluebird,bluebird,3.4.7,False,,False,False,False,False
node_modules/bmp-js,bmp-js,0.1.0,False,,False,False,False,False
node_modules/brace-expansion,brace-expansion,1.1.18,False,,False,False,False,False
node_modules/braces,braces,3.0.3,False,,True,False,False,False
node_modules/buffer,buffer,5.7.1,False,,False,False,False,False
node_modules/buffer-crc32,buffer-crc32,0.2.13,False,,False,False,False,False
node_modules/buffer-from,buffer-from,1.1.2,False,,True,False,False,False
node_modules/buffer-indexof-polyfill,buffer-indexof-polyfill,1.0.2,False,,False,False,False,False
node_modules/buffers,buffers,0.1.1,False,,False,False,False,False
node_modules/call-bind,call-bind,1.0.9,False,,True,False,False,False
node_modules/call-bind-apply-helpers,call-bind-apply-helpers,1.0.2,False,,True,False,False,False
node_modules/call-bound,call-bound,1.0.4,False,,True,False,False,False
node_modules/callsites,callsites,3.1.0,False,,True,False,False,False
node_modules/caniuse-lite,caniuse-lite,1.0.30001810,False,,False,False,False,False
node_modules/chai,chai,6.2.2,False,,True,False,False,False
node_modules/chainsaw,chainsaw,0.1.0,False,,False,False,False,False
node_modules/chalk,chalk,4.1.2,False,,True,False,False,False
node_modules/chokidar,chokidar,4.0.3,False,,False,False,False,False
node_modules/citty,citty,0.2.2,False,,False,False,False,False
node_modules/client-only,client-only,0.0.1,False,,False,False,False,False
node_modules/color-convert,color-convert,2.0.1,False,,True,False,False,False
node_modules/color-name,color-name,1.1.4,False,,True,False,False,False
node_modules/commander,commander,13.1.0,False,,False,False,False,False
node_modules/compress-commons,compress-commons,4.1.2,False,,False,False,False,False
node_modules/concat-map,concat-map,0.0.1,False,,False,False,False,False
node_modules/conf,conf,15.1.0,False,,False,False,False,False
node_modules/conf/node_modules/ajv,ajv,8.20.0,False,,False,False,False,False
node_modules/conf/node_modules/json-schema-traverse,json-schema-traverse,1.0.0,False,,False,False,False,False
node_modules/cookie,cookie,1.1.1,False,,False,False,False,False
node_modules/core-util-is,core-util-is,1.0.3,False,,False,False,False,False
node_modules/cors,cors,2.8.6,False,,False,False,False,False
node_modules/crc-32,crc-32,1.2.2,False,,False,False,False,False
node_modules/crc32-stream,crc32-stream,4.0.3,False,,False,False,False,False
node_modules/cross-spawn,cross-spawn,7.0.6,False,,True,False,False,False
node_modules/css-tree,css-tree,3.2.1,False,,False,False,False,False
node_modules/csstype,csstype,3.2.3,False,,True,False,False,False
node_modules/damerau-levenshtein,damerau-levenshtein,1.0.8,False,,True,False,False,False
node_modules/data-view-buffer,data-view-buffer,1.0.2,False,,True,False,False,False
node_modules/data-view-byte-length,data-view-byte-length,1.0.2,False,,True,False,False,False
node_modules/data-view-byte-offset,data-view-byte-offset,1.0.1,False,,True,False,False,False
node_modules/dayjs,dayjs,1.11.23,False,,False,False,False,False
node_modules/debounce,debounce,2.2.0,False,,False,False,False,False
node_modules/debounce-fn,debounce-fn,6.0.0,False,,False,False,False,False
node_modules/debug,debug,4.4.3,False,,False,False,False,False
node_modules/deep-is,deep-is,0.1.4,False,,True,False,False,False
node_modules/deepmerge,deepmerge,4.3.1,False,,False,False,False,False
node_modules/define-data-property,define-data-property,1.1.4,False,,True,False,False,False
node_modules/define-properties,define-properties,1.2.1,False,,True,False,False,False
node_modules/detect-libc,detect-libc,2.1.2,False,,False,False,False,False
node_modules/doctrine,doctrine,2.1.0,False,,True,False,False,False
node_modules/dom-serializer,dom-serializer,2.0.0,False,,False,False,False,False
node_modules/domelementtype,domelementtype,2.3.0,False,,False,False,False,False
node_modules/domhandler,domhandler,5.0.3,False,,False,False,False,False
node_modules/domutils,domutils,3.2.2,False,,False,False,False,False
node_modules/dot-prop,dot-prop,10.2.0,False,,False,False,False,False
node_modules/drizzle-kit,drizzle-kit,0.31.10,True,devDependencies,True,False,False,False
node_modules/drizzle-kit/node_modules/@esbuild/aix-ppc64,@esbuild/aix-ppc64,0.25.12,False,,True,False,True,False
node_modules/drizzle-kit/node_modules/@esbuild/android-arm,@esbuild/android-arm,0.25.12,False,,True,False,True,False
node_modules/drizzle-kit/node_modules/@esbuild/android-arm64,@esbuild/android-arm64,0.25.12,False,,True,False,True,False
node_modules/drizzle-kit/node_modules/@esbuild/android-x64,@esbuild/android-x64,0.25.12,False,,True,False,True,False
node_modules/drizzle-kit/node_modules/@esbuild/darwin-arm64,@esbuild/darwin-arm64,0.25.12,False,,True,False,True,False
node_modules/drizzle-kit/node_modules/@esbuild/darwin-x64,@esbuild/darwin-x64,0.25.12,False,,True,False,True,False
node_modules/drizzle-kit/node_modules/@esbuild/freebsd-arm64,@esbuild/freebsd-arm64,0.25.12,False,,True,False,True,False
node_modules/drizzle-kit/node_modules/@esbuild/freebsd-x64,@esbuild/freebsd-x64,0.25.12,False,,True,False,True,False
node_modules/drizzle-kit/node_modules/@esbuild/linux-arm,@esbuild/linux-arm,0.25.12,False,,True,False,True,False
node_modules/drizzle-kit/node_modules/@esbuild/linux-arm64,@esbuild/linux-arm64,0.25.12,False,,True,False,True,False
node_modules/drizzle-kit/node_modules/@esbuild/linux-ia32,@esbuild/linux-ia32,0.25.12,False,,True,False,True,False
node_modules/drizzle-kit/node_modules/@esbuild/linux-loong64,@esbuild/linux-loong64,0.25.12,False,,True,False,True,False
node_modules/drizzle-kit/node_modules/@esbuild/linux-mips64el,@esbuild/linux-mips64el,0.25.12,False,,True,False,True,False
node_modules/drizzle-kit/node_modules/@esbuild/linux-ppc64,@esbuild/linux-ppc64,0.25.12,False,,True,False,True,False
node_modules/drizzle-kit/node_modules/@esbuild/linux-riscv64,@esbuild/linux-riscv64,0.25.12,False,,True,False,True,False
node_modules/drizzle-kit/node_modules/@esbuild/linux-s390x,@esbuild/linux-s390x,0.25.12,False,,True,False,True,False
node_modules/drizzle-kit/node_modules/@esbuild/linux-x64,@esbuild/linux-x64,0.25.12,False,,True,False,True,False
node_modules/drizzle-kit/node_modules/@esbuild/netbsd-arm64,@esbuild/netbsd-arm64,0.25.12,False,,True,False,True,False
node_modules/drizzle-kit/node_modules/@esbuild/netbsd-x64,@esbuild/netbsd-x64,0.25.12,False,,True,False,True,False
node_modules/drizzle-kit/node_modules/@esbuild/openbsd-arm64,@esbuild/openbsd-arm64,0.25.12,False,,True,False,True,False
node_modules/drizzle-kit/node_modules/@esbuild/openbsd-x64,@esbuild/openbsd-x64,0.25.12,False,,True,False,True,False
node_modules/drizzle-kit/node_modules/@esbuild/openharmony-arm64,@esbuild/openharmony-arm64,0.25.12,False,,True,False,True,False
node_modules/drizzle-kit/node_modules/@esbuild/sunos-x64,@esbuild/sunos-x64,0.25.12,False,,True,False,True,False
node_modules/drizzle-kit/node_modules/@esbuild/win32-arm64,@esbuild/win32-arm64,0.25.12,False,,True,False,True,False
node_modules/drizzle-kit/node_modules/@esbuild/win32-ia32,@esbuild/win32-ia32,0.25.12,False,,True,False,True,False
node_modules/drizzle-kit/node_modules/@esbuild/win32-x64,@esbuild/win32-x64,0.25.12,False,,True,False,True,False
node_modules/drizzle-kit/node_modules/esbuild,esbuild,0.25.12,False,,True,False,False,True
node_modules/drizzle-orm,drizzle-orm,0.45.2,True,dependencies,False,False,False,False
node_modules/dunder-proto,dunder-proto,1.0.1,False,,True,False,False,False
node_modules/duplexer2,duplexer2,0.1.4,False,,False,False,False,False
node_modules/duplexer2/node_modules/isarray,isarray,1.0.0,False,,False,False,False,False
node_modules/duplexer2/node_modules/readable-stream,readable-stream,2.3.8,False,,False,False,False,False
node_modules/duplexer2/node_modules/safe-buffer,safe-buffer,5.1.2,False,,False,False,False,False
node_modules/duplexer2/node_modules/string_decoder,string_decoder,1.1.1,False,,False,False,False,False
node_modules/eciesjs,eciesjs,0.5.0,False,,True,False,False,False
node_modules/emoji-regex,emoji-regex,9.2.2,False,,True,False,False,False
node_modules/end-of-stream,end-of-stream,1.4.5,False,,False,False,False,False
node_modules/engine.io,engine.io,6.6.10,False,,False,False,False,False
node_modules/engine.io-parser,engine.io-parser,5.2.3,False,,False,False,False,False
node_modules/engine.io/node_modules/cookie,cookie,0.7.2,False,,False,False,False,False
node_modules/enhanced-resolve,enhanced-resolve,5.24.5,False,,True,False,False,False
node_modules/entities,entities,4.5.0,False,,False,False,False,False
node_modules/env-paths,env-paths,3.0.0,False,,False,False,False,False
node_modules/es-abstract,es-abstract,1.24.2,False,,True,False,False,False
node_modules/es-abstract-get,es-abstract-get,1.0.0,False,,True,False,False,False
node_modules/es-define-property,es-define-property,1.0.1,False,,True,False,False,False
node_modules/es-errors,es-errors,1.3.0,False,,True,False,False,False
node_modules/es-iterator-helpers,es-iterator-helpers,1.4.0,False,,True,False,False,False
node_modules/es-module-lexer,es-module-lexer,2.3.2,False,,True,False,False,False
node_modules/es-object-atoms,es-object-atoms,1.1.2,False,,True,False,False,False
node_modules/es-set-tostringtag,es-set-tostringtag,2.1.0,False,,True,False,False,False
node_modules/es-shim-unscopables,es-shim-unscopables,1.1.0,False,,True,False,False,False
node_modules/es-to-primitive,es-to-primitive,1.3.4,False,,True,False,False,False
node_modules/esbuild,esbuild,0.28.2,False,,False,False,False,True
node_modules/escape-string-regexp,escape-string-regexp,4.0.0,False,,True,False,False,False
node_modules/eslint,eslint,9.39.5,True,devDependencies,True,False,False,False
node_modules/eslint-config-next,eslint-config-next,15.5.25,True,devDependencies,True,False,False,False
node_modules/eslint-import-resolver-node,eslint-import-resolver-node,0.3.10,False,,True,False,False,False
node_modules/eslint-import-resolver-node/node_modules/debug,debug,3.2.7,False,,True,False,False,False
node_modules/eslint-import-resolver-typescript,eslint-import-resolver-typescript,3.10.1,False,,True,False,False,False
node_modules/eslint-module-utils,eslint-module-utils,2.14.0,False,,True,False,False,False
node_modules/eslint-module-utils/node_modules/debug,debug,3.2.7,False,,True,False,False,False
node_modules/eslint-plugin-import,eslint-plugin-import,2.32.0,False,,True,False,False,False
node_modules/eslint-plugin-import/node_modules/debug,debug,3.2.7,False,,True,False,False,False
node_modules/eslint-plugin-import/node_modules/semver,semver,6.3.1,False,,True,False,False,False
node_modules/eslint-plugin-jsx-a11y,eslint-plugin-jsx-a11y,6.10.2,False,,True,False,False,False
node_modules/eslint-plugin-react,eslint-plugin-react,7.37.5,False,,True,False,False,False
node_modules/eslint-plugin-react-hooks,eslint-plugin-react-hooks,5.2.0,False,,True,False,False,False
node_modules/eslint-plugin-react/node_modules/semver,semver,6.3.1,False,,True,False,False,False
node_modules/eslint-scope,eslint-scope,8.4.0,False,,True,False,False,False
node_modules/eslint-visitor-keys,eslint-visitor-keys,4.2.1,False,,True,False,False,False
node_modules/espree,espree,10.4.0,False,,True,False,False,False
node_modules/esquery,esquery,1.7.0,False,,True,False,False,False
node_modules/esrecurse,esrecurse,4.3.0,False,,True,False,False,False
node_modules/estraverse,estraverse,5.3.0,False,,True,False,False,False
node_modules/estree-walker,estree-walker,3.0.3,False,,True,False,False,False
node_modules/esutils,esutils,2.0.3,False,,True,False,False,False
node_modules/exceljs,exceljs,4.4.0,True,dependencies,False,False,False,False
node_modules/expect-type,expect-type,1.4.0,False,,True,False,False,False
node_modules/extenso,extenso,3.0.0,True,dependencies,False,False,False,False
node_modules/fast-csv,fast-csv,4.3.6,False,,False,False,False,False
node_modules/fast-deep-equal,fast-deep-equal,3.1.3,False,,False,False,False,False
node_modules/fast-glob,fast-glob,3.3.1,False,,True,False,False,False
node_modules/fast-glob/node_modules/glob-parent,glob-parent,5.1.2,False,,True,False,False,False
node_modules/fast-json-stable-stringify,fast-json-stable-stringify,2.1.0,False,,True,False,False,False
node_modules/fast-levenshtein,fast-levenshtein,2.0.6,False,,True,False,False,False
node_modules/fast-sha256,fast-sha256,1.3.0,False,,False,False,False,False
node_modules/fast-uri,fast-uri,3.1.7,False,,False,False,False,False
node_modules/fastq,fastq,1.20.3,False,,True,False,False,False
node_modules/file-entry-cache,file-entry-cache,8.0.0,False,,True,False,False,False
node_modules/fill-range,fill-range,7.1.1,False,,True,False,False,False
node_modules/find-up,find-up,5.0.0,False,,True,False,False,False
node_modules/flat-cache,flat-cache,4.0.1,False,,True,False,False,False
node_modules/flatted,flatted,3.4.4,False,,True,False,False,False
node_modules/for-each,for-each,0.3.5,False,,True,False,False,False
node_modules/fs-constants,fs-constants,1.0.0,False,,False,False,False,False
node_modules/fs.realpath,fs.realpath,1.0.0,False,,False,False,False,False
node_modules/fsevents,fsevents,2.3.3,False,,True,False,True,True
node_modules/fstream,fstream,1.0.12,False,,False,False,False,False
node_modules/function-bind,function-bind,1.1.2,False,,True,False,False,False
node_modules/function.prototype.name,function.prototype.name,1.2.0,False,,True,False,False,False
node_modules/functions-have-names,functions-have-names,1.2.3,False,,True,False,False,False
node_modules/generator-function,generator-function,2.0.1,False,,True,False,False,False
node_modules/get-intrinsic,get-intrinsic,1.3.0,False,,True,False,False,False
node_modules/get-proto,get-proto,1.0.1,False,,True,False,False,False
node_modules/get-symbol-description,get-symbol-description,1.1.0,False,,True,False,False,False
node_modules/get-tsconfig,get-tsconfig,4.14.3,False,,True,False,False,False
node_modules/glob,glob,13.0.6,False,,False,False,False,False
node_modules/glob-parent,glob-parent,6.0.2,False,,True,False,False,False
node_modules/glob/node_modules/balanced-match,balanced-match,4.0.4,False,,False,False,False,False
node_modules/glob/node_modules/brace-expansion,brace-expansion,5.0.9,False,,False,False,False,False
node_modules/glob/node_modules/minimatch,minimatch,10.2.6,False,,False,False,False,False
node_modules/globals,globals,14.0.0,False,,True,False,False,False
node_modules/globalthis,globalthis,1.0.4,False,,True,False,False,False
node_modules/gopd,gopd,1.2.0,False,,True,False,False,False
node_modules/graceful-fs,graceful-fs,4.2.11,False,,False,False,False,False
node_modules/has-bigints,has-bigints,1.1.0,False,,True,False,False,False
node_modules/has-flag,has-flag,4.0.0,False,,True,False,False,False
node_modules/has-property-descriptors,has-property-descriptors,1.0.2,False,,True,False,False,False
node_modules/has-proto,has-proto,1.2.0,False,,True,False,False,False
node_modules/has-symbols,has-symbols,1.1.0,False,,True,False,False,False
node_modules/has-tostringtag,has-tostringtag,1.0.2,False,,True,False,False,False
node_modules/hasown,hasown,2.0.4,False,,True,False,False,False
node_modules/html-to-text,html-to-text,9.0.5,False,,False,False,False,False
node_modules/html5parser,html5parser,3.0.0,False,,False,False,False,False
node_modules/htmlparser2,htmlparser2,8.0.2,False,,False,False,False,False
node_modules/iceberg-js,iceberg-js,0.8.1,False,,False,False,False,False
node_modules/idb,idb,8.0.3,True,dependencies,False,False,False,False
node_modules/idb-keyval,idb-keyval,6.3.0,False,,False,False,False,False
node_modules/ieee754,ieee754,1.2.1,False,,False,False,False,False
node_modules/ignore,ignore,5.3.2,False,,True,False,False,False
node_modules/immediate,immediate,3.0.6,False,,False,False,False,False
node_modules/import-fresh,import-fresh,3.3.1,False,,True,False,False,False
node_modules/imurmurhash,imurmurhash,0.1.4,False,,True,False,False,False
node_modules/inflight,inflight,1.0.6,False,,False,False,False,False
node_modules/inherits,inherits,2.0.4,False,,False,False,False,False
node_modules/internal-slot,internal-slot,1.1.0,False,,True,False,False,False
node_modules/is-array-buffer,is-array-buffer,3.0.5,False,,True,False,False,False
node_modules/is-async-function,is-async-function,2.1.1,False,,True,False,False,False
node_modules/is-bigint,is-bigint,1.1.0,False,,True,False,False,False
node_modules/is-boolean-object,is-boolean-object,1.2.2,False,,True,False,False,False
node_modules/is-bun-module,is-bun-module,2.0.0,False,,True,False,False,False
node_modules/is-callable,is-callable,1.2.7,False,,True,False,False,False
node_modules/is-core-module,is-core-module,2.16.2,False,,True,False,False,False
node_modules/is-data-view,is-data-view,1.0.2,False,,True,False,False,False
node_modules/is-date-object,is-date-object,1.1.0,False,,True,False,False,False
node_modules/is-document.all,is-document.all,1.0.0,False,,True,False,False,False
node_modules/is-extglob,is-extglob,2.1.1,False,,True,False,False,False
node_modules/is-finalizationregistry,is-finalizationregistry,1.1.1,False,,True,False,False,False
node_modules/is-generator-function,is-generator-function,1.1.2,False,,True,False,False,False
node_modules/is-glob,is-glob,4.0.3,False,,True,False,False,False
node_modules/is-map,is-map,2.0.3,False,,True,False,False,False
node_modules/is-negative-zero,is-negative-zero,2.0.3,False,,True,False,False,False
node_modules/is-number,is-number,7.0.0,False,,True,False,False,False
node_modules/is-number-object,is-number-object,1.1.1,False,,True,False,False,False
node_modules/is-regex,is-regex,1.2.1,False,,True,False,False,False
node_modules/is-set,is-set,2.0.3,False,,True,False,False,False
node_modules/is-shared-array-buffer,is-shared-array-buffer,1.0.4,False,,True,False,False,False
node_modules/is-string,is-string,1.1.1,False,,True,False,False,False
node_modules/is-symbol,is-symbol,1.1.1,False,,True,False,False,False
node_modules/is-typed-array,is-typed-array,1.1.15,False,,True,False,False,False
node_modules/is-unicode-supported,is-unicode-supported,2.1.0,False,,False,False,False,False
node_modules/is-url,is-url,1.2.4,False,,False,False,False,False
node_modules/is-weakmap,is-weakmap,2.0.2,False,,True,False,False,False
node_modules/is-weakref,is-weakref,1.1.1,False,,True,False,False,False
node_modules/is-weakset,is-weakset,2.0.4,False,,True,False,False,False
node_modules/isarray,isarray,2.0.5,False,,True,False,False,False
node_modules/isexe,isexe,2.0.0,False,,True,False,False,False
node_modules/iterator.prototype,iterator.prototype,1.1.5,False,,True,False,False,False
node_modules/jiti,jiti,2.7.0,False,,True,False,False,False
node_modules/jose,jose,6.2.12,False,,True,False,False,False
node_modules/js-tokens,js-tokens,4.0.0,False,,False,False,False,False
node_modules/js-yaml,js-yaml,4.3.2,False,,True,False,False,False
node_modules/jsesc,jsesc,3.1.0,False,,False,False,False,False
node_modules/json-buffer,json-buffer,3.0.1,False,,True,False,False,False
node_modules/json-schema-traverse,json-schema-traverse,0.4.1,False,,True,False,False,False
node_modules/json-schema-typed,json-schema-typed,8.0.2,False,,False,False,False,False
node_modules/json-stable-stringify-without-jsonify,json-stable-stringify-without-jsonify,1.0.1,False,,True,False,False,False
node_modules/json5,json5,1.0.2,False,,True,False,False,False
node_modules/jsx-ast-utils,jsx-ast-utils,3.3.5,False,,True,False,False,False
node_modules/jszip,jszip,3.10.1,False,,False,False,False,False
node_modules/jszip/node_modules/isarray,isarray,1.0.0,False,,False,False,False,False
node_modules/jszip/node_modules/readable-stream,readable-stream,2.3.8,False,,False,False,False,False
node_modules/jszip/node_modules/safe-buffer,safe-buffer,5.1.2,False,,False,False,False,False
node_modules/jszip/node_modules/string_decoder,string_decoder,1.1.1,False,,False,False,False,False
node_modules/keyv,keyv,4.5.4,False,,True,False,False,False
node_modules/kleur,kleur,3.0.3,False,,False,False,False,False
node_modules/language-subtag-registry,language-subtag-registry,0.3.23,False,,True,False,False,False
node_modules/language-tags,language-tags,1.0.9,False,,True,False,False,False
node_modules/lazystream,lazystream,1.0.1,False,,False,False,False,False
node_modules/lazystream/node_modules/isarray,isarray,1.0.0,False,,False,False,False,False
node_modules/lazystream/node_modules/readable-stream,readable-stream,2.3.8,False,,False,False,False,False
node_modules/lazystream/node_modules/safe-buffer,safe-buffer,5.1.2,False,,False,False,False,False
node_modules/lazystream/node_modules/string_decoder,string_decoder,1.1.1,False,,False,False,False,False
node_modules/leac,leac,0.6.0,False,,False,False,False,False
node_modules/levn,levn,0.4.1,False,,True,False,False,False
node_modules/lie,lie,3.3.0,False,,False,False,False,False
node_modules/lightningcss,lightningcss,1.32.0,False,,True,False,False,False
node_modules/lightningcss-android-arm64,lightningcss-android-arm64,1.32.0,False,,True,False,True,False
node_modules/lightningcss-darwin-arm64,lightningcss-darwin-arm64,1.32.0,False,,True,False,True,False
node_modules/lightningcss-darwin-x64,lightningcss-darwin-x64,1.32.0,False,,True,False,True,False
node_modules/lightningcss-freebsd-x64,lightningcss-freebsd-x64,1.32.0,False,,True,False,True,False
node_modules/lightningcss-linux-arm-gnueabihf,lightningcss-linux-arm-gnueabihf,1.32.0,False,,True,False,True,False
node_modules/lightningcss-linux-arm64-gnu,lightningcss-linux-arm64-gnu,1.32.0,False,,True,False,True,False
node_modules/lightningcss-linux-arm64-musl,lightningcss-linux-arm64-musl,1.32.0,False,,True,False,True,False
node_modules/lightningcss-linux-x64-gnu,lightningcss-linux-x64-gnu,1.32.0,False,,True,False,True,False
node_modules/lightningcss-linux-x64-musl,lightningcss-linux-x64-musl,1.32.0,False,,True,False,True,False
node_modules/lightningcss-win32-arm64-msvc,lightningcss-win32-arm64-msvc,1.32.0,False,,True,False,True,False
node_modules/lightningcss-win32-x64-msvc,lightningcss-win32-x64-msvc,1.32.0,False,,True,False,True,False
node_modules/listenercount,listenercount,1.0.1,False,,False,False,False,False
node_modules/locate-path,locate-path,6.0.0,False,,True,False,False,False
node_modules/lodash.defaults,lodash.defaults,4.2.0,False,,False,False,False,False
node_modules/lodash.difference,lodash.difference,4.5.0,False,,False,False,False,False
node_modules/lodash.escaperegexp,lodash.escaperegexp,4.1.2,False,,False,False,False,False
node_modules/lodash.flatten,lodash.flatten,4.4.0,False,,False,False,False,False
node_modules/lodash.groupby,lodash.groupby,4.6.0,False,,False,False,False,False
node_modules/lodash.isboolean,lodash.isboolean,3.0.3,False,,False,False,False,False
node_modules/lodash.isequal,lodash.isequal,4.5.0,False,,False,False,False,False
node_modules/lodash.isfunction,lodash.isfunction,3.0.9,False,,False,False,False,False
node_modules/lodash.isnil,lodash.isnil,4.0.0,False,,False,False,False,False
node_modules/lodash.isplainobject,lodash.isplainobject,4.0.6,False,,False,False,False,False
node_modules/lodash.isundefined,lodash.isundefined,3.0.1,False,,False,False,False,False
node_modules/lodash.merge,lodash.merge,4.6.2,False,,True,False,False,False
node_modules/lodash.union,lodash.union,4.6.0,False,,False,False,False,False
node_modules/lodash.uniq,lodash.uniq,4.5.0,False,,False,False,False,False
node_modules/log-symbols,log-symbols,7.0.1,False,,False,False,False,False
node_modules/loose-envify,loose-envify,1.4.0,False,,True,False,False,False
node_modules/lru-cache,lru-cache,11.5.2,False,,False,False,False,False
node_modules/magic-string,magic-string,0.30.21,False,,True,False,False,False
node_modules/marked,marked,15.0.12,False,,False,False,False,False
node_modules/math-intrinsics,math-intrinsics,1.1.0,False,,True,False,False,False
node_modules/mdn-data,mdn-data,2.27.1,False,,False,False,False,False
node_modules/merge2,merge2,1.4.1,False,,True,False,False,False
node_modules/micromatch,micromatch,4.0.8,False,,True,False,False,False
node_modules/mime-db,mime-db,1.54.0,False,,False,False,False,False
node_modules/mime-types,mime-types,3.0.2,False,,False,False,False,False
node_modules/mimic-function,mimic-function,5.0.1,False,,False,False,False,False
node_modules/minimatch,minimatch,3.1.5,False,,False,False,False,False
node_modules/minimist,minimist,1.2.8,False,,False,False,False,False
node_modules/minipass,minipass,7.1.3,False,,False,False,False,False
node_modules/mkdirp,mkdirp,0.5.6,False,,False,False,False,False
node_modules/ms,ms,2.1.3,False,,False,False,False,False
node_modules/nanoid,nanoid,3.3.18,False,,False,False,False,False
node_modules/napi-postinstall,napi-postinstall,0.3.4,False,,True,False,False,False
node_modules/natural-compare,natural-compare,1.4.0,False,,True,False,False,False
node_modules/negotiator,negotiator,0.6.3,False,,False,False,False,False
node_modules/next,next,15.5.25,True,dependencies,False,False,False,False
node_modules/next/node_modules/postcss,postcss,8.4.31,False,,False,False,False,False
node_modules/node-exports-info,node-exports-info,1.6.2,False,,True,False,False,False
node_modules/node-exports-info/node_modules/semver,semver,6.3.1,False,,True,False,False,False
node_modules/node-fetch,node-fetch,2.7.0,False,,False,False,False,False
node_modules/normalize-path,normalize-path,3.0.0,False,,False,False,False,False
node_modules/nypm,nypm,0.6.6,False,,False,False,False,False
node_modules/object-assign,object-assign,4.1.1,False,,False,False,False,False
node_modules/object-inspect,object-inspect,1.13.4,False,,True,False,False,False
node_modules/object-keys,object-keys,1.1.1,False,,True,False,False,False
node_modules/object.assign,object.assign,4.1.7,False,,True,False,False,False
node_modules/object.entries,object.entries,1.1.9,False,,True,False,False,False
node_modules/object.fromentries,object.fromentries,2.0.8,False,,True,False,False,False
node_modules/object.groupby,object.groupby,1.0.3,False,,True,False,False,False
node_modules/object.values,object.values,1.2.1,False,,True,False,False,False
node_modules/obug,obug,2.1.4,False,,True,False,False,False
node_modules/once,once,1.4.0,False,,False,False,False,False
node_modules/opencollective-postinstall,opencollective-postinstall,2.0.3,False,,False,False,False,False
node_modules/optionator,optionator,0.9.4,False,,True,False,False,False
node_modules/own-keys,own-keys,1.0.2,False,,True,False,False,False
node_modules/p-limit,p-limit,3.1.0,False,,True,False,False,False
node_modules/p-locate,p-locate,5.0.0,False,,True,False,False,False
node_modules/pako,pako,1.0.11,False,,False,False,False,False
node_modules/parent-module,parent-module,1.0.1,False,,True,False,False,False
node_modules/parseley,parseley,0.12.1,False,,False,False,False,False
node_modules/path-exists,path-exists,4.0.0,False,,True,False,False,False
node_modules/path-is-absolute,path-is-absolute,1.0.1,False,,False,False,False,False
node_modules/path-key,path-key,3.1.1,False,,True,False,False,False
node_modules/path-parse,path-parse,1.0.7,False,,True,False,False,False
node_modules/path-scurry,path-scurry,2.0.2,False,,False,False,False,False
node_modules/pathe,pathe,2.0.3,False,,False,False,False,False
node_modules/pdf-lib,pdf-lib,1.17.1,True,dependencies,False,False,False,False
node_modules/pdf-lib/node_modules/tslib,tslib,1.14.1,False,,False,False,False,False
node_modules/peberminta,peberminta,0.9.0,False,,False,False,False,False
node_modules/picocolors,picocolors,1.1.1,False,,False,False,False,False
node_modules/picomatch,picomatch,2.3.2,False,,True,False,False,False
node_modules/picospinner,picospinner,3.1.2,False,,False,False,False,False
node_modules/playwright,playwright,1.63.0,False,,False,True,False,False
node_modules/playwright-core,playwright-core,1.63.0,False,,False,True,False,False
node_modules/possible-typed-array-names,possible-typed-array-names,1.1.0,False,,True,False,False,False
node_modules/postal-mime,postal-mime,2.7.5,False,,False,False,False,False
node_modules/postcss,postcss,8.5.28,False,,True,False,False,False
node_modules/postgres,postgres,3.4.9,True,dependencies,False,False,False,False
node_modules/prelude-ls,prelude-ls,1.2.1,False,,True,False,False,False
node_modules/prettier,prettier,3.9.6,True,devDependencies,False,False,False,False
node_modules/prismjs,prismjs,1.30.0,False,,False,False,False,False
node_modules/process-nextick-args,process-nextick-args,2.0.1,False,,False,False,False,False
node_modules/prompts,prompts,2.4.2,False,,False,False,False,False
node_modules/prop-types,prop-types,15.8.1,False,,True,False,False,False
node_modules/punycode,punycode,2.3.1,False,,True,False,False,False
